2008,1,1,2,1030,1010,1541,1522,UA,1,N213UA,551,552,517,19,20,ORD,HNL,4243,3,31,0,,0,19,0,0,0,0
2008,1,1,2,2058,1900,2330,2152,US,10,N667AW,212,232,193,98,118,ORD,PHX,1440,7,12,0,,0,35,0,0,0,63
2008,12,8,1,2052,2055,2236,2251,UA,100,N936UA,44,56,25,-15,-3,ORD,GRR,137,6,13,0,,0,NA,NA,NA,NA,NA
2008,10,5,7,1032,1033,1402,1359,UA,1000,N313UA,150,146,121,3,-1,DEN,ORD,888,8,21,0,,0,NA,NA,NA,NA,NA
2008,10,4,6,810,814,947,950,UA,1001,N430UA,157,156,128,-3,-4,ORD,DEN,888,12,17,0,,0,NA,NA,NA,NA,NA
2008,6,7,6,1122,1125,1715,1650,UA,1002,N942UA,233,205,219,25,-3,GEG,ORD,1498,5,9,0,,0,0,0,25,0,0
2008,6,7,6,849,850,1045,1047,UA,1003,N942UA,236,237,214,-2,-1,ORD,GEG,1498,2,20,0,,0,NA,NA,NA,NA,NA
2008,4,5,6,1315,1311,1746,1709,UA,1004,N813UA,211,178,186,37,4,ORD,MIA,1197,5,20,0,,0,0,0,34,0,3
2008,1,7,1,949,945,1239,1247,US,1005,N712US,110,122,86,-8,4,ORD,PHL,678,6,18,0,,0,NA,NA,NA,NA,NA
2008,1,11,5,2252,2300,438,500,UA,1006,N419UA,226,240,210,-22,-8,SMF,ORD,1781,5,11,0,,0,NA,NA,NA,NA,NA
2008,2,16,6,1535,1539,1746,1805,UA,1007,N307UA,191,206,175,-19,-4,FLL,ORD,1182,4,12,0,,0,NA,NA,NA,NA,NA
2008,2,16,6,1730,1645,2128,2049,UA,1008,N382UA,178,184,155,39,45,ORD,FLL,1182,6,17,0,,0,8,0,0,0,31
2008,2,17,7,815,815,1048,1041,UA,1009,N382UA,213,206,174,7,0,FLL,ORD,1182,5,34,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,614,600,814,828,UA,101,N581UA,240,268,216,-14,14,ORD,LAX,1745,9,15,0,,0,NA,NA,NA,NA,NA
2008,1,6,7,1009,900,1212,1051,UA,1010,N534UA,183,171,165,81,69,MCO,ORD,1005,5,13,0,,0,69,0,12,0,0
2008,1,5,6,1949,1755,2320,2131,UA,1011,N501UA,151,156,128,109,114,ORD,MCO,1005,7,16,0,,0,0,0,0,0,109
2008,6,6,5,2234,2235,423,447,UA,1012,N849UA,229,252,189,-24,-1,SJC,ORD,1829,4,36,0,,0,NA,NA,NA,NA,NA
2008,1,12,6,1647,1545,2055,1949,UA,1014,N326UA,188,184,166,66,62,ORD,FLL,1182,5,17,0,,0,35,0,4,0,27
2008,6,6,5,2304,2230,128,55,UA,1015,N435UA,264,265,234,33,34,ORD,SEA,1721,4,26,0,,0,0,0,1,0,32
2008,6,14,6,2230,2230,421,429,UA,1016,N850UA,231,239,202,-8,0,LAX,ORD,1745,4,25,0,,0,NA,NA,NA,NA,NA
2008,1,6,7,1651,1627,1751,1746,UA,1017,N848UA,120,139,95,5,24,IAD,ORD,589,4,21,0,,0,NA,NA,NA,NA,NA
2008,1,5,6,NA,825,NA,1146,UA,1018,,NA,141,NA,NA,NA,DEN,ORD,888,NA,NA,1,A,0,NA,NA,NA,NA,NA
2008,1,7,1,756,800,954,951,UA,1019,N382UA,178,171,156,3,-4,BOS,ORD,867,7,15,0,,0,NA,NA,NA,NA,NA
2008,1,7,1,728,721,1353,1332,UA,102,N504UA,265,251,235,21,7,SFO,ORD,1846,7,23,0,,0,0,0,21,0,0
2008,1,7,1,614,615,923,930,UA,1020,N334UA,129,135,106,-7,-1,ORD,BOS,867,5,18,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1014,835,1217,1035,AA,1021,N4YDAA,243,240,209,102,99,ORD,LAS,1515,10,24,0,,0,85,14,3,0,0
2008,1,13,7,1047,1045,1448,1442,UA,1022,N533UA,181,177,161,6,2,ORD,FLL,1182,4,16,0,,0,NA,NA,NA,NA,NA
2008,2,17,7,1039,800,1312,1025,UA,1023,N434UA,273,265,215,167,159,ORD,SAN,1723,29,29,0,,0,0,0,8,0,159
2008,2,16,6,1331,1047,1725,1435,UA,1024,N516UA,174,168,138,170,164,ORD,PBI,1144,3,33,0,,0,47,0,6,0,117
2008,1,1,2,1300,1300,1433,1435,AA,1025,N427AA,153,155,122,-2,0,EWR,ORD,719,8,23,0,,0,NA,NA,NA,NA,NA
2008,3,2,7,2337,2345,537,530,UA,1026,N828UA,240,225,219,7,-8,SEA,ORD,1721,7,14,0,,0,NA,NA,NA,NA,NA
2008,1,11,5,NA,1953,NA,2135,UA,1027,,NA,162,NA,NA,NA,EWR,ORD,719,NA,NA,1,C,0,NA,NA,NA,NA,NA
2008,1,11,5,2325,2335,520,529,UA,1028,N827UA,235,234,214,-9,-10,LAX,ORD,1745,5,16,0,,0,NA,NA,NA,NA,NA
2008,1,7,1,702,600,945,828,UA,1029,N426UA,283,268,246,77,62,ORD,LAX,1745,8,29,0,,0,62,0,15,0,0
2008,2,17,7,1947,1936,2123,2114,UA,103,N914UA,156,158,117,9,11,PHL,ORD,678,5,34,0,,0,NA,NA,NA,NA,NA
2008,2,15,5,2250,2250,444,503,UA,1030,N432UA,234,253,220,-19,0,SJC,ORD,1829,5,9,0,,0,NA,NA,NA,NA,NA
2008,1,13,7,836,845,1056,1111,UA,1031,N326UA,200,206,172,-15,-9,FLL,ORD,1182,6,22,0,,0,NA,NA,NA,NA,NA
2008,1,11,5,2123,2100,2243,2236,UA,1032,N843UA,140,156,116,7,23,ORD,DEN,888,7,17,0,,0,NA,NA,NA,NA,NA
2008,1,11,5,2058,2100,17,16,UA,1033,N906UA,139,136,119,1,-2,DEN,ORD,888,4,16,0,,0,NA,NA,NA,NA,NA
2008,2,17,7,2336,2340,529,541,UA,1034,N838UA,233,241,217,-12,-4,SFO,ORD,1846,4,12,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,721,715,1105,1017,US,1035,N454UW,164,122,83,48,6,ORD,PHL,678,5,76,0,,0,0,6,42,0,0
2008,1,16,3,756,800,907,911,DL,1036,N986DL,131,131,101,-4,-4,ATL,ORD,606,10,20,0,,0,NA,NA,NA,NA,NA
2008,4,26,6,1729,1721,1910,1919,UA,1037,N420UA,161,178,145,-9,8,MCO,ORD,1005,6,10,0,,0,NA,NA,NA,NA,NA
2008,1,16,3,703,710,1024,1009,DL,1038,N969DL,141,119,92,15,-7,ORD,ATL,606,9,40,0,,0,0,0,15,0,0
2008,1,13,7,1537,1530,1833,1748,UA,1039,N533UA,236,198,177,45,7,FLL,ORD,1182,7,52,0,,0,0,0,39,0,6
2008,1,7,1,1421,1315,1703,1614,UA,104,N903UA,102,119,86,49,66,ORD,ALB,723,3,13,0,,0,49,0,0,0,0
2008,1,1,2,1109,925,1347,1205,AA,1041,N437AA,278,280,256,102,104,ORD,SJC,1829,3,19,0,,0,0,102,0,0,0
2008,1,2,3,950,950,1241,1251,US,1042,N762US,111,121,94,-10,0,ORD,PHL,678,3,14,0,,0,NA,NA,NA,NA,NA
2008,7,5,6,1224,1230,1512,1523,US,1043,N956UW,108,113,92,-11,-6,ORD,CLT,599,5,11,0,,0,NA,NA,NA,NA,NA
2008,7,2,3,636,640,742,745,AA,1044,N401AA,66,65,45,-3,-4,STL,ORD,258,9,12,0,,0,NA,NA,NA,NA,NA
2008,1,12,6,740,740,1038,1034,US,1045,N529AU,118,114,101,4,0,ORD,CLT,599,4,13,0,,0,NA,NA,NA,NA,NA
2008,1,26,6,2101,2100,2328,2345,CO,1046,N14704,147,165,128,-17,1,IAH,ORD,925,6,13,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,918,900,1042,1036,NW,1047,N332NB,84,96,55,6,18,ORD,MSP,334,5,24,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,934,835,1342,1235,AA,1048,N638AA,188,180,159,67,59,ORD,MIA,1197,8,21,0,,0,0,59,8,0,0
2008,6,7,6,1715,1710,2117,2044,UA,1049,N592UA,422,394,367,33,5,ORD,ANC,2846,7,48,0,,0,0,0,33,0,0
2008,1,1,2,NA,800,NA,1028,UA,105,,NA,268,NA,NA,NA,ORD,LAX,1745,NA,NA,1,A,0,NA,NA,NA,NA,NA
2008,9,2,2,1343,1345,1617,1636,UA,1051,N312UA,274,291,253,-19,-2,ORD,SFO,1846,4,17,0,,0,NA,NA,NA,NA,NA
2008,1,16,3,1005,1021,1438,1435,DL,1053,N901DA,213,194,156,3,-16,SLC,ORD,1249,10,47,0,,0,NA,NA,NA,NA,NA
2008,3,14,5,1222,1225,1538,1550,UA,1054,N903UA,136,145,111,-12,-3,DEN,ORD,888,10,15,0,,0,NA,NA,NA,NA,NA
2008,3,16,7,1555,1555,1743,1733,UA,1055,N593UA,168,158,152,10,0,ORD,DEN,888,5,11,0,,0,NA,NA,NA,NA,NA
2008,4,26,6,1310,1304,1647,1642,UA,1056,N420UA,157,158,131,5,6,ORD,MCO,1005,5,21,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1937,1800,2033,1815,AA,1058,N242AA,116,75,56,138,97,IND,ORD,177,28,32,0,,0,0,2,41,0,95
2008,4,7,1,1510,1455,1810,1755,AA,1059,N578AA,120,120,89,15,15,ORD,ATL,606,12,19,0,,0,0,0,2,0,13
2008,1,1,2,856,900,1511,1459,UA,106,N676UA,255,239,224,12,-4,LAX,ORD,1745,5,26,0,,0,NA,NA,NA,NA,NA
2008,11,29,6,556,600,702,722,UA,1061,N933UA,126,142,108,-20,-4,PHL,ORD,678,5,13,0,,0,NA,NA,NA,NA,NA
2008,7,13,7,1144,1059,1454,1420,UA,1062,N824UA,130,141,113,34,45,DEN,ORD,888,3,14,0,,0,34,0,0,0,0
2008,1,5,6,1547,1553,1937,1909,UA,1063,N585UA,350,316,311,28,-6,SJU,ORD,2072,12,27,0,,0,0,0,28,0,0
2008,1,5,6,820,820,1503,1511,UA,1065,N543UA,283,291,255,-8,0,ORD,STT,2116,6,22,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,NA,935,NA,1220,AA,1067,,NA,165,NA,NA,NA,ORD,IAH,925,NA,NA,1,C,0,NA,NA,NA,NA,NA
2008,1,1,2,NA,739,NA,810,UA,107,,NA,91,NA,NA,NA,CLE,ORD,316,NA,NA,1,C,0,NA,NA,NA,NA,NA
2008,4,7,1,714,720,809,825,AA,1071,N579AA,115,125,98,-16,-6,RDU,ORD,647,7,10,0,,0,NA,NA,NA,NA,NA
2008,4,7,1,849,830,1038,1015,AA,1073,N262AA,169,165,136,23,19,TPA,ORD,1012,9,24,0,,0,19,0,4,0,0
2008,11,30,7,2205,2000,2342,2159,UA,1075,N843UA,157,179,137,103,125,BOS,ORD,867,5,15,0,,0,0,0,0,0,103
2008,3,18,2,1732,1646,1827,1759,DL,1076,N919DL,115,133,91,28,46,ATL,ORD,606,7,17,0,,0,16,0,0,0,12
2008,1,12,6,1527,1515,1732,1736,UA,1079,N329UA,185,201,166,-4,12,PBI,ORD,1144,5,14,0,,0,NA,NA,NA,NA,NA
2008,2,16,6,2333,2340,527,534,UA,108,N810UA,234,234,212,-7,-7,LAX,ORD,1745,4,18,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,2045,2005,2254,2150,AA,1081,N246AA,189,165,131,64,40,BOS,ORD,867,41,17,0,,0,0,0,24,0,40
2008,1,1,2,1309,1120,1849,1659,AA,1082,N4YDAA,220,219,196,110,109,LAS,ORD,1515,9,15,0,,0,0,0,13,0,97
2008,1,1,2,2210,2010,21,2230,AA,1087,N561AA,131,140,105,111,120,ORD,MSY,837,5,21,0,,0,64,0,0,0,47
2008,2,16,6,2251,2250,432,434,UA,1088,N461UA,221,224,206,-2,1,SAN,ORD,1723,7,8,0,,0,NA,NA,NA,NA,NA
2008,1,12,6,1048,1045,1447,1439,UA,1089,N329UA,179,174,157,8,3,ORD,PBI,1144,4,18,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1013,1000,1222,1227,UA,109,N642UA,249,267,221,-5,13,ORD,LAX,1745,14,14,0,,0,NA,NA,NA,NA,NA
2008,1,13,7,946,945,1323,1318,UA,1090,N811UA,157,153,135,5,1,ORD,MCO,1005,5,17,0,,0,NA,NA,NA,NA,NA
2008,1,13,7,1403,1400,1720,1604,UA,1091,N811UA,257,184,141,76,3,MCO,ORD,1005,9,107,0,,0,0,0,76,0,0
2008,1,1,2,2311,2310,509,505,AA,1092,N636AA,238,235,214,4,1,LAX,ORD,1745,5,19,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1949,1900,2149,2105,AA,1093,N575AA,180,185,154,44,49,ORD,ABQ,1118,10,16,0,,0,0,9,0,0,35
2008,11,2,7,1741,1745,2130,2140,AA,1095,N4XAAA,169,175,150,-10,-4,ORD,PBI,1144,2,17,0,,0,NA,NA,NA,NA,NA
